TimeStamp,Produced(Wh),Consumed(Wh),Temp(F),SolarRadiation(W/m2)
2024-12-20 7:00:00,428,2368,36.6,0
2024-12-20 8:00:00,1973,4303,37.4,6
2024-12-20 9:00:00,2225,5085,37.7,30
2024-12-20 10:00:00,3217,4497,38.7,59
2024-12-20 11:00:00,2257,4537,39.5,41
2024-12-20 12:00:00,2154,4974,38.9,49
2024-12-20 13:00:00,1219,4179,39.3,64
2024-12-20 14:00:00,1874,3574,39.4,69
2024-12-20 15:00:00,774,3644,39,95
2024-12-20 16:00:00,2,3612,38.1,25
2024-12-20 17:00:00,0,4210,36.1,3
2024-12-20 18:00:00,0,3980,35.4,0
2024-12-20 19:00:00,0,3800,34.6,0
2024-12-20 20:00:00,0,3790,34.7,0
2024-12-20 21:00:00,0,3930,33.8,0
2024-12-20 22:00:00,0,3360,34.2,0
2024-12-20 23:00:00,0,2530,33.6,0
2024-12-21 0:00:00,0,2460,33.5,0
2024-12-21 1:00:00,0,2620,33,0
2024-12-21 2:00:00,0,2260,32.9,0
2024-12-21 3:00:00,0,2450,33.5,0
2024-12-21 4:00:00,0,2400,32.5,0
2024-12-21 5:00:00,0,2380,31.6,0
2024-12-21 6:00:00,0,2270,30.6,0
2024-12-21 7:00:00,0,2500,29.8,0
2024-12-21 8:00:00,34,2474,29.4,1
2024-12-21 9:00:00,164,2444,30.4,10
2024-12-21 10:00:00,595,2465,30.3,29
2024-12-21 11:00:00,1646,2296,30,69
2024-12-21 12:00:00,5396,4096,30.5,216
2024-12-21 13:00:00,15140,4520,30.7,403
2024-12-21 14:00:00,14069,4439,30.3,328
2024-12-21 15:00:00,4488,4658,29.8,89
2024-12-21 16:00:00,144,4334,28.7,51
2024-12-21 17:00:00,0,4710,27.7,8
2024-12-21 18:00:00,0,4720,26.5,0
2024-12-21 19:00:00,0,4590,25,0
2024-12-21 20:00:00,0,3290,23.9,0
2024-12-21 21:00:00,0,3080,23.5,0
2024-12-21 22:00:00,0,3510,22.5,0
2024-12-21 23:00:00,0,3080,21.7,0
2024-12-22 0:00:00,0,3190,21.4,0
2024-12-22 1:00:00,0,3530,20.6,0
2024-12-22 2:00:00,0,3310,20.4,0
2024-12-22 3:00:00,0,3140,19.8,0
2024-12-22 4:00:00,0,3380,19.4,0
2024-12-22 5:00:00,0,5810,18.7,0
2024-12-22 6:00:00,0,6210,17.7,0
2024-12-22 7:00:00,1315,5435,17.2,0
2024-12-22 8:00:00,10333,5143,17.3,6
2024-12-22 9:00:00,16996,5226,17.3,110
2024-12-22 10:00:00,20900,4350,18.9,249
2024-12-22 11:00:00,22556,4276,20,351
2024-12-22 12:00:00,21901,3951,20.3,406
2024-12-22 13:00:00,18984,4364,21.2,411
2024-12-22 14:00:00,14022,3882,22.5,309
2024-12-22 15:00:00,6319,3909,22.4,111
2024-12-22 16:00:00,135,4165,21.5,49
2024-12-22 17:00:00,0,4490,19.3,8
2024-12-22 18:00:00,0,4080,18.4,0
2024-12-22 19:00:00,0,4140,17.9,0
2024-12-22 20:00:00,0,4260,17.2,0
2024-12-22 21:00:00,0,4760,16.2,0
2024-12-22 22:00:00,0,6040,16,0
2024-12-22 23:00:00,0,4340,15.7,0
2024-12-23 0:00:00,0,3070,14.4,0
2024-12-23 1:00:00,0,2860,10.9,0
2024-12-23 2:00:00,0,2900,9.3,0
2024-12-23 3:00:00,0,2770,11.3,0
2024-12-23 4:00:00,0,4540,7.4,0
2024-12-23 5:00:00,0,4650,5.3,0
2024-12-23 6:00:00,0,4360,4,0
2024-12-23 7:00:00,1320,4270,3.7,0
2024-12-23 8:00:00,10304,4774,6.2,6
2024-12-23 9:00:00,16402,4692,17.4,107
2024-12-23 10:00:00,19811,4211,23.3,247
2024-12-23 11:00:00,21123,4163,24.6,350
2024-12-23 12:00:00,20731,4291,26.3,392
2024-12-23 13:00:00,18174,4054,27.4,409
2024-12-23 14:00:00,13814,4054,27.8,307
2024-12-23 15:00:00,6391,3851,27,112
2024-12-23 16:00:00,170,4320,26.6,49
2024-12-23 17:00:00,0,3840,24.6,10
2024-12-23 18:00:00,0,4060,19.1,0
2024-12-23 19:00:00,0,3990,18.9,0
2024-12-23 20:00:00,0,2940,16.6,0
2024-12-23 21:00:00,0,2100,17.2,0
2024-12-23 22:00:00,0,2220,18,0
2024-12-23 23:00:00,0,2240,19.1,0
2024-12-24 0:00:00,0,2020,21.4,0
2024-12-24 1:00:00,0,1800,32.4,0
2024-12-24 2:00:00,0,1970,33.9,0
2024-12-24 3:00:00,0,2110,36.9,0
2024-12-24 4:00:00,0,1740,33.3,0
2024-12-24 5:00:00,0,1950,31.4,0
2024-12-24 6:00:00,0,4300,30.6,0
2024-12-24 7:00:00,213,4073,31.3,0
2024-12-24 8:00:00,484,4094,32.3,3
2024-12-24 9:00:00,1842,3722,34,15
2024-12-24 10:00:00,2445,3645,35.2,68
2024-12-24 11:00:00,6180,4190,33.6,92
2024-12-24 12:00:00,5878,3688,35.4,139
2024-12-24 13:00:00,2329,3749,36,112
2024-12-24 14:00:00,6046,3766,35.4,76
2024-12-24 15:00:00,5316,4216,36.7,151
2024-12-24 16:00:00,141,3791,35.5,50
2024-12-24 17:00:00,0,3770,32.1,10
2024-12-24 18:00:00,0,3890,31.1,0
2024-12-24 19:00:00,0,4030,31.5,0
2024-12-24 20:00:00,0,3590,30.3,0
2024-12-24 21:00:00,0,3800,27.6,0
2024-12-24 22:00:00,0,3720,32.7,0
2024-12-24 23:00:00,0,3850,30.1,0
2024-12-25 0:00:00,0,3850,26,0
2024-12-25 1:00:00,0,3920,26.6,0
2024-12-25 2:00:00,0,3730,26.9,0
2024-12-25 3:00:00,0,3630,32.5,0
2024-12-25 4:00:00,0,3710,30.6,0
2024-12-25 5:00:00,0,2970,29.6,0
2024-12-25 6:00:00,0,2640,24.3,0
2024-12-25 7:00:00,1142,2212,24.4,0
2024-12-25 8:00:00,9730,1820,23.6,6
2024-12-25 9:00:00,15054,2024,32.6,102
2024-12-25 10:00:00,19726,1796,33.2,235
2024-12-25 11:00:00,21148,2578,34,330
2024-12-25 12:00:00,20737,1787,34.1,369
2024-12-25 13:00:00,18293,2093,34.9,392
2024-12-25 14:00:00,13534,1714,34.4,311
2024-12-25 15:00:00,6372,2152,35.1,113
2024-12-25 16:00:00,124,2794,34.4,50
2024-12-25 17:00:00,0,1820,27.2,8
2024-12-25 18:00:00,0,2150,24.7,0
2024-12-25 19:00:00,0,2060,21.9,0
2024-12-25 20:00:00,0,1920,19.8,0
2024-12-25 21:00:00,0,2430,19.8,0
2024-12-25 22:00:00,0,1930,19,0
2024-12-25 23:00:00,0,2430,18,0
2024-12-26 0:00:00,0,1960,17.3,0
2024-12-26 1:00:00,0,2020,16.1,0
2024-12-26 2:00:00,0,2350,16.6,0
2024-12-26 3:00:00,0,2250,16.7,0
2024-12-26 4:00:00,0,2040,16.2,0
2024-12-26 5:00:00,0,2300,16,0
2024-12-26 6:00:00,0,2240,17,0
2024-12-26 7:00:00,782,2002,18.9,0
2024-12-26 8:00:00,9684,1964,19,5
2024-12-26 9:00:00,13680,3280,30.5,110
2024-12-26 10:00:00,19477,4327,34.1,232
2024-12-26 11:00:00,21074,5094,35.9,317
2024-12-26 12:00:00,20842,4132,37.9,401
2024-12-26 13:00:00,15794,4274,39,408
2024-12-26 14:00:00,13548,4008,39.2,320
2024-12-26 15:00:00,6491,3991,38.6,112
2024-12-26 16:00:00,149,3939,36.7,50
2024-12-26 17:00:00,0,4230,29,9
2024-12-26 18:00:00,0,4250,24.7,0
2024-12-26 19:00:00,0,4210,22.7,0
2024-12-26 20:00:00,0,5030,20.7,0
2024-12-26 21:00:00,0,4170,19,0
2024-12-26 22:00:00,0,4160,17.9,0
2024-12-26 23:00:00,0,3820,17,0
2024-12-27 0:00:00,0,2490,16,0
2024-12-27 1:00:00,0,2260,16.1,0
2024-12-27 2:00:00,0,2650,15.1,0
2024-12-27 3:00:00,0,2690,14.4,0
2024-12-27 4:00:00,0,2490,14.9,0
2024-12-27 5:00:00,0,2340,14.9,0
2024-12-27 6:00:00,0,2290,14,0
2024-12-27 7:00:00,1041,2621,13.9,0
2024-12-27 8:00:00,9348,4028,16.1,6
2024-12-27 9:00:00,15472,4552,28.6,109
2024-12-27 10:00:00,19211,4281,37.2,246
2024-12-27 11:00:00,20431,4491,39.9,340
2024-12-27 12:00:00,18082,5102,41.7,368
2024-12-27 13:00:00,13515,4795,42.9,351
2024-12-27 14:00:00,8027,3797,41.8,271
2024-12-27 15:00:00,3702,3872,40.4,126
2024-12-27 16:00:00,337,3947,39.3,77
2024-12-27 17:00:00,0,4050,34.2,19
2024-12-27 18:00:00,0,4540,29.3,0
2024-12-27 19:00:00,0,4070,28.3,0
2024-12-27 20:00:00,0,4040,26.7,0
2024-12-27 21:00:00,0,2500,25.9,0
2024-12-27 22:00:00,0,1590,26,0
2024-12-27 23:00:00,0,1650,27.2,0
2024-12-28 0:00:00,0,1700,29.2,0
2024-12-28 1:00:00,0,1850,30.2,0
2024-12-28 2:00:00,0,1420,32.2,0
2024-12-28 3:00:00,0,1620,33.9,0
2024-12-28 4:00:00,0,1140,35.5,0
2024-12-28 5:00:00,0,1180,36.7,0
2024-12-28 6:00:00,0,1500,36.8,0
2024-12-28 7:00:00,32,1332,38.1,0
2024-12-28 8:00:00,372,2332,42.2,2
2024-12-28 9:00:00,959,3019,46.3,12
2024-12-28 10:00:00,2103,3213,46.8,22
2024-12-28 11:00:00,2407,4087,48.3,43
2024-12-28 12:00:00,2559,3369,49.4,47
2024-12-28 13:00:00,2013,2753,51,51
2024-12-28 14:00:00,1186,2916,51,54
2024-12-28 15:00:00,795,2695,51.4,38
2024-12-28 16:00:00,37,2417,50.1,43
2024-12-28 17:00:00,0,2370,49.4,8
2024-12-28 18:00:00,0,2850,48.3,0
2024-12-28 19:00:00,0,2220,48.3,0
2024-12-28 20:00:00,0,1790,48.8,0
2024-12-28 21:00:00,0,1430,48.9,0
2024-12-28 22:00:00,0,1490,50.9,0
2024-12-28 23:00:00,0,1390,50.9,0
2024-12-29 0:00:00,0,1520,50,0
2024-12-29 1:00:00,0,1370,51.3,0
2024-12-29 2:00:00,0,1370,51,0
2024-12-29 3:00:00,0,1180,50.6,0
2024-12-29 4:00:00,0,1130,48.7,0
2024-12-29 5:00:00,0,1230,48.7,0
2024-12-29 6:00:00,0,1240,48.7,0
2024-12-29 7:00:00,44,1214,48.7,0
2024-12-29 8:00:00,736,996,48.7,1
2024-12-29 9:00:00,2511,1201,50.8,19
2024-12-29 10:00:00,2661,1511,53,51
2024-12-29 11:00:00,4592,1392,54,75
2024-12-29 12:00:00,4458,1508,54.4,135
2024-12-29 13:00:00,2470,1170,54.5,120
2024-12-29 14:00:00,5052,1572,54.8,84
2024-12-29 15:00:00,4020,1480,55.6,98
2024-12-29 16:00:00,143,1133,53.7,72
2024-12-29 17:00:00,0,1140,52.6,18
2024-12-29 18:00:00,0,1600,52.7,0
2024-12-29 19:00:00,0,1350,54.1,0
2024-12-29 20:00:00,0,1080,53.6,0
2024-12-29 21:00:00,0,1650,54.6,0
2024-12-29 22:00:00,0,1270,53.9,0
2024-12-29 23:00:00,0,1200,55.2,0
2024-12-30 0:00:00,0,1420,54.8,0
2024-12-30 1:00:00,0,1100,54.7,0
2024-12-30 2:00:00,0,1260,55.5,0
2024-12-30 3:00:00,0,1220,55.4,0
2024-12-30 4:00:00,0,1000,54.7,0
2024-12-30 5:00:00,0,1320,53.9,0
2024-12-30 6:00:00,0,1050,54,0
2024-12-30 7:00:00,2,1262,53.2,0
2024-12-30 8:00:00,333,993,52.8,0
2024-12-30 9:00:00,1345,1105,53.3,7
2024-12-30 10:00:00,2434,1304,52,34
2024-12-30 11:00:00,4193,1573,51.1,77
2024-12-30 12:00:00,4675,2355,51.5,117
2024-12-30 13:00:00,12839,1549,51.1,202
2024-12-30 14:00:00,12912,2372,54.2,285
2024-12-30 15:00:00,6315,1405,55.3,112
2024-12-30 16:00:00,175,1155,53.9,52
2024-12-30 17:00:00,0,1370,48.6,9
2024-12-30 18:00:00,0,1100,47.1,0
2024-12-30 19:00:00,0,2200,41.9,0
2024-12-30 20:00:00,0,2330,44.9,0
2024-12-30 21:00:00,0,1190,42.9,0
2024-12-30 22:00:00,0,1450,45.2,0
2024-12-30 23:00:00,0,1630,45.3,0
2024-12-31 0:00:00,0,1610,45,0
2024-12-31 1:00:00,0,1360,44.6,0
2024-12-31 2:00:00,0,1090,44,0
2024-12-31 3:00:00,0,1270,37.4,0
2024-12-31 4:00:00,0,1510,35.2,0
2024-12-31 5:00:00,0,1290,34.8,0
2024-12-31 6:00:00,0,4380,33.3,0
2024-12-31 7:00:00,1027,3077,32.6,0
2024-12-31 8:00:00,8720,3700,31.9,5
2024-12-31 9:00:00,14980,3510,40.7,98
2024-12-31 10:00:00,18401,3711,48.6,237
2024-12-31 11:00:00,19125,3265,51.1,339
2024-12-31 12:00:00,12742,3022,51.9,380
2024-12-31 13:00:00,4928,2478,49.5,291
2024-12-31 14:00:00,10617,2867,50.1,175
2024-12-31 15:00:00,2267,2167,48.9,145
2024-12-31 16:00:00,215,2435,48.3,65
2024-12-31 17:00:00,0,2540,45.8,18
2024-12-31 18:00:00,0,2540,45.6,0
2024-12-31 19:00:00,0,2460,46.2,0
2024-12-31 20:00:00,0,2760,46.4,0
2024-12-31 21:00:00,0,2660,47.4,0
2024-12-31 22:00:00,0,2650,48.8,0
2024-12-31 23:00:00,0,2760,49.7,0
2025-01-01 0:00:00,0,2880,49.5,0
2025-01-01 1:00:00,0,2260,49.8,0
2025-01-01 2:00:00,0,2430,50.7,0
2025-01-01 3:00:00,0,2300,50.1,0
2025-01-01 4:00:00,0,2350,49.9,0
2025-01-01 5:00:00,0,2540,49,0
2025-01-01 6:00:00,0,2090,46.2,0
2025-01-01 7:00:00,236,1346,45.5,0
2025-01-01 8:00:00,2298,1338,46.1,7
2025-01-01 9:00:00,12012,2542,46.9,46
2025-01-01 10:00:00,3613,1353,48.4,148
2025-01-01 11:00:00,9884,1974,48,115
2025-01-01 12:00:00,13229,1729,51.8,299
2025-01-01 13:00:00,4698,1308,51.7,198
2025-01-01 14:00:00,1810,1240,52.4,109
2025-01-01 15:00:00,228,1218,49.1,62
2025-01-01 16:00:00,0,1300,48,12
2025-01-01 17:00:00,0,1280,45.3,6
2025-01-01 18:00:00,0,1360,42.3,0
2025-01-01 19:00:00,0,1210,42.2,0
2025-01-01 20:00:00,0,1840,41.8,0
2025-01-01 21:00:00,0,1630,41.6,0
2025-01-01 22:00:00,0,1160,40.7,0
2025-01-01 23:00:00,0,1200,39.7,0
2025-01-02 0:00:00,0,1590,38.9,0
2025-01-02 1:00:00,0,1380,39.4,0
2025-01-02 2:00:00,0,1640,39.3,0
2025-01-02 3:00:00,0,2680,38.4,0
2025-01-02 4:00:00,0,2660,38.5,0
2025-01-02 5:00:00,0,2660,37.6,0
2025-01-02 6:00:00,0,2670,37.1,0
2025-01-02 7:00:00,935,2465,38,0
2025-01-02 8:00:00,9153,2713,38.6,7
2025-01-02 9:00:00,15647,2347,39.6,104
2025-01-02 10:00:00,19492,2672,41.3,240
2025-01-02 11:00:00,19956,2536,42.2,342
2025-01-02 12:00:00,19830,5130,42.7,402
2025-01-02 13:00:00,13936,3116,43.2,371
2025-01-02 14:00:00,8635,2485,42.6,342
2025-01-02 15:00:00,4226,2676,42,118
2025-01-02 16:00:00,66,2666,41,62
2025-01-02 17:00:00,0,2710,40.4,12
2025-01-02 18:00:00,0,2670,38.6,0
2025-01-02 19:00:00,0,2810,36.9,0
2025-01-02 20:00:00,0,3080,35.9,0
2025-01-02 21:00:00,0,2730,35.3,0
2025-01-02 22:00:00,0,2760,35,0
2025-01-02 23:00:00,0,2710,34.1,0
2025-01-03 0:00:00,0,2770,33.7,0
2025-01-03 1:00:00,0,3000,32.4,0
2025-01-03 2:00:00,0,2610,33.6,0
2025-01-03 3:00:00,0,2500,32.7,0
2025-01-03 4:00:00,0,2900,32.7,0
2025-01-03 5:00:00,0,2700,32.8,0
2025-01-03 6:00:00,0,2580,32.7,0
2025-01-03 7:00:00,941,2671,32.2,0
2025-01-03 8:00:00,9280,3850,32.2,5
2025-01-03 9:00:00,15626,4816,35.2,98
2025-01-03 10:00:00,19463,5603,36.2,237
2025-01-03 11:00:00,20876,4696,37.8,342
2025-01-03 12:00:00,19467,4767,37.5,444
2025-01-03 13:00:00,18220,4610,37.7,409
2025-01-03 14:00:00,12050,4690,38.4,278
2025-01-03 15:00:00,2458,4668,38.4,149
2025-01-03 16:00:00,198,4418,35.7,57
2025-01-03 17:00:00,0,4530,34.6,18
2025-01-03 18:00:00,0,4840,31.9,0
2025-01-03 19:00:00,0,5160,32.4,0
2025-01-03 20:00:00,0,4470,32.9,0
2025-01-03 21:00:00,0,2980,31.7,0
2025-01-03 22:00:00,0,2610,31.1,0
2025-01-03 23:00:00,0,2620,31.5,0
2025-01-04 0:00:00,0,2940,31.7,0
2025-01-04 1:00:00,0,2790,30.5,0
2025-01-04 2:00:00,0,2580,30.2,0
2025-01-04 3:00:00,0,2780,29.4,0
2025-01-04 4:00:00,0,2600,29.3,0
2025-01-04 5:00:00,0,2950,29.1,0
2025-01-04 6:00:00,0,3400,29.3,0
2025-01-04 7:00:00,1116,2656,29.1,0
2025-01-04 8:00:00,8839,2899,29.8,5
2025-01-04 9:00:00,15834,3054,31.1,92
2025-01-04 10:00:00,17385,5235,32.2,200
2025-01-04 11:00:00,17688,4558,33.1,326
2025-01-04 12:00:00,13744,4564,32.7,239
2025-01-04 13:00:00,11419,4979,33.2,204
2025-01-04 14:00:00,8703,4413,33.9,324
2025-01-04 15:00:00,5586,4436,33.1,148
2025-01-04 16:00:00,351,4611,32,81
2025-01-04 17:00:00,0,4630,31,15
2025-01-04 18:00:00,0,4750,30.7,0
2025-01-04 19:00:00,0,4810,30.2,0
2025-01-04 20:00:00,0,4590,29.9,0
2025-01-04 21:00:00,0,4930,29.9,0
2025-01-04 22:00:00,0,4930,29.4,0
2025-01-04 23:00:00,0,2770,29.3,0
2025-01-05 0:00:00,0,2780,28.8,0
2025-01-05 1:00:00,0,2970,28.5,0
2025-01-05 2:00:00,0,3050,28.4,0
2025-01-05 3:00:00,0,2920,28,0
2025-01-05 4:00:00,0,3030,26.9,0
2025-01-05 5:00:00,0,2670,28.8,0
2025-01-05 6:00:00,0,2950,28.4,0
2025-01-05 7:00:00,996,2746,27.7,0
2025-01-05 8:00:00,9456,3196,28.5,5
2025-01-05 9:00:00,16057,2717,30.6,99
2025-01-05 10:00:00,19911,3091,32.1,242
2025-01-05 11:00:00,21703,4793,33,345
2025-01-05 12:00:00,14557,4887,33.7,397
2025-01-05 13:00:00,10137,4627,33.7,367
2025-01-05 14:00:00,13165,4825,33.5,217
2025-01-05 15:00:00,7317,4617,32.9,133
2025-01-05 16:00:00,284,4514,32.8,63
2025-01-05 17:00:00,0,4490,31.7,10
2025-01-05 18:00:00,0,4780,30.3,0
2025-01-05 19:00:00,0,5320,30.2,0
2025-01-05 20:00:00,0,4990,30,0
2025-01-05 21:00:00,0,4820,29.5,0
2025-01-05 22:00:00,0,4020,28.5,0
2025-01-05 23:00:00,0,2710,29.7,0
2025-01-06 0:00:00,0,2830,29.3,0
2025-01-06 1:00:00,0,2790,27.5,0
2025-01-06 2:00:00,0,2990,27.2,0
2025-01-06 3:00:00,0,3060,27.8,0
2025-01-06 4:00:00,0,2850,27.6,0
2025-01-06 5:00:00,0,2650,27.4,0
2025-01-06 6:00:00,0,3380,28.5,0
2025-01-06 7:00:00,59,5549,28.8,0
2025-01-06 8:00:00,579,4519,28.9,2
2025-01-06 9:00:00,1549,4859,29.6,16
2025-01-06 10:00:00,2165,4505,29.9,44
2025-01-06 11:00:00,2784,4614,30.9,60
2025-01-06 12:00:00,1708,4718,31.3,83
2025-01-06 13:00:00,618,4748,30.3,65
2025-01-06 14:00:00,155,4595,28.3,35
2025-01-06 15:00:00,61,4761,28,27
2025-01-06 16:00:00,0,4680,28,25
2025-01-06 17:00:00,0,4860,28,6
2025-01-06 18:00:00,0,4600,27.9,0
2025-01-06 19:00:00,0,5290,27.4,0
2025-01-06 20:00:00,0,5930,26.5,0
2025-01-06 21:00:00,0,4870,25.8,0
2025-01-06 22:00:00,0,4790,24.7,0
2025-01-06 23:00:00,0,4860,23.9,0
2025-01-07 0:00:00,0,3700,22.8,0
2025-01-07 1:00:00,0,3030,21.6,0
2025-01-07 2:00:00,0,3010,19.5,0
2025-01-07 3:00:00,0,3020,18.4,0
2025-01-07 4:00:00,0,3160,18.3,0
2025-01-07 5:00:00,0,3080,19.1,0
2025-01-07 6:00:00,0,2960,20,0
2025-01-07 7:00:00,721,3341,20.5,0
2025-01-07 8:00:00,6592,2942,21.7,5
2025-01-07 9:00:00,14129,4029,23.9,98
2025-01-07 10:00:00,20491,5231,25.7,246
2025-01-07 11:00:00,22011,4921,27.9,353
2025-01-07 12:00:00,21406,5086,29.9,416
2025-01-07 13:00:00,19433,4623,32.2,427
2025-01-07 14:00:00,14757,4357,33.5,370
2025-01-07 15:00:00,7948,3928,33.7,148
2025-01-07 16:00:00,469,3749,34.1,65
2025-01-07 17:00:00,0,3780,32,11
2025-01-07 18:00:00,0,4730,31.1,0
2025-01-07 19:00:00,0,3940,30.1,0
2025-01-07 20:00:00,0,3970,28.9,0
2025-01-07 21:00:00,0,3420,28.3,0
2025-01-07 22:00:00,0,2090,28.1,0
2025-01-07 23:00:00,0,1660,27.7,0
2025-01-08 0:00:00,0,1480,27.1,0
2025-01-08 1:00:00,0,1620,26.9,0
2025-01-08 2:00:00,0,1630,26.8,0
2025-01-08 3:00:00,0,1610,26.8,0
2025-01-08 4:00:00,0,1570,26.2,0
2025-01-08 5:00:00,0,1510,25.3,0
2025-01-08 6:00:00,0,1840,25,0
2025-01-08 7:00:00,1149,1689,24.1,0
2025-01-08 8:00:00,9131,2011,24.8,7
2025-01-08 9:00:00,16306,4686,26.3,98
2025-01-08 10:00:00,20165,5935,27,250
2025-01-08 11:00:00,21845,5005,28.2,361
2025-01-08 12:00:00,21903,4573,28.6,425
2025-01-08 13:00:00,19342,4892,29.8,429
2025-01-08 14:00:00,14435,4985,30,386
2025-01-08 15:00:00,8052,4532,29.5,153
2025-01-08 16:00:00,542,4712,28.1,66
2025-01-08 17:00:00,0,5490,25.9,12
2025-01-08 18:00:00,0,5970,24.3,0
2025-01-08 19:00:00,0,6410,22.9,0
2025-01-08 20:00:00,0,5780,22.7,0
2025-01-08 21:00:00,0,5860,22.7,0
2025-01-08 22:00:00,0,5730,22.7,0
2025-01-08 23:00:00,0,4930,22.7,0
2025-01-09 0:00:00,0,4220,23.8,0
2025-01-09 1:00:00,0,3880,24.4,0
2025-01-09 2:00:00,0,3640,24.6,0
2025-01-09 3:00:00,0,3470,24.5,0
2025-01-09 4:00:00,0,3570,24,0
2025-01-09 5:00:00,0,3580,24.4,0
2025-01-09 6:00:00,0,3510,24.3,0
2025-01-09 7:00:00,280,3620,24.8,0
2025-01-09 8:00:00,1884,3914,25.8,5
2025-01-09 9:00:00,8851,3671,26.7,44
2025-01-09 10:00:00,9950,3810,29.2,88
2025-01-09 11:00:00,20117,3547,30,235
2025-01-09 12:00:00,17595,3425,32,189
2025-01-09 13:00:00,17014,3684,33.5,335
2025-01-09 14:00:00,10649,3269,34.8,281
2025-01-09 15:00:00,3845,3465,34.7,147
2025-01-09 16:00:00,589,3759,35.1,36
2025-01-09 17:00:00,0,3470,32.1,13
2025-01-09 18:00:00,0,3520,30.7,0
2025-01-09 19:00:00,0,3470,29.7,0
2025-01-09 20:00:00,0,3690,28.7,0
2025-01-09 21:00:00,0,3760,28.5,0
2025-01-09 22:00:00,0,3350,28,0
2025-01-09 23:00:00,0,3760,28.6,0
2025-01-10 0:00:00,0,3360,28.5,0
2025-01-10 1:00:00,0,3640,29.4,0
2025-01-10 2:00:00,0,3420,29.6,0
2025-01-10 3:00:00,0,3310,29.6,0
2025-01-10 4:00:00,0,3330,29.6,0
2025-01-10 5:00:00,0,3910,29.1,0
2025-01-10 6:00:00,0,3310,29.1,0
2025-01-10 7:00:00,1073,4943,29.7,0
2025-01-10 8:00:00,9593,5473,30,5
2025-01-10 9:00:00,16041,5441,32.4,99
2025-01-10 10:00:00,20110,5900,34.3,247
2025-01-10 11:00:00,21943,5773,36.1,356
2025-01-10 12:00:00,21423,5593,38.2,422
2025-01-10 13:00:00,17701,5131,39.7,435
2025-01-10 14:00:00,12571,5161,41.5,351
2025-01-10 15:00:00,7841,4971,41.8,162
2025-01-10 16:00:00,477,3767,41,80
2025-01-10 17:00:00,0,3890,37,16
2025-01-10 18:00:00,0,3840,34.9,0
2025-01-10 19:00:00,0,4410,35.4,0
2025-01-10 20:00:00,0,4050,35.1,0
2025-01-10 21:00:00,0,3990,34.6,0
2025-01-10 22:00:00,0,3700,33.6,0
2025-01-10 23:00:00,0,3720,31.1,0
2025-01-11 0:00:00,0,3150,30.9,0
2025-01-11 1:00:00,0,2240,30.5,0
2025-01-11 2:00:00,0,2200,29.9,0
2025-01-11 3:00:00,0,1980,29.2,0
2025-01-11 4:00:00,0,2020,30,0
2025-01-11 5:00:00,0,2310,30.3,0
2025-01-11 6:00:00,0,2160,29.9,0
2025-01-11 7:00:00,45,1955,29.7,0
2025-01-11 8:00:00,419,1919,30.2,2
2025-01-11 9:00:00,1481,2241,31.2,15
2025-01-11 10:00:00,2119,3059,31.9,49
2025-01-11 11:00:00,2900,4830,32.7,72
2025-01-11 12:00:00,1426,3826,32.6,93
2025-01-11 13:00:00,2656,4346,32.6,56
2025-01-11 14:00:00,2657,4077,32.7,105
2025-01-11 15:00:00,1481,3941,33.2,90
2025-01-11 16:00:00,149,5479,33.3,91
2025-01-11 17:00:00,0,5450,33.1,23
2025-01-11 18:00:00,0,5280,32.7,1
2025-01-11 19:00:00,0,5330,32,0
2025-01-11 20:00:00,0,4190,31,0
2025-01-11 21:00:00,0,4860,30.3,0
2025-01-11 22:00:00,0,4080,30.4,0
2025-01-11 23:00:00,0,2970,29.8,0
2025-01-12 0:00:00,0,2100,29.7,0
2025-01-12 1:00:00,0,2420,29.3,0
2025-01-12 2:00:00,0,2330,29,0
2025-01-12 3:00:00,0,2270,28.9,0
2025-01-12 4:00:00,0,2210,28.9,0
2025-01-12 5:00:00,0,2480,28.5,0
2025-01-12 6:00:00,0,2280,28.8,0
2025-01-12 7:00:00,1067,2257,28.8,0
2025-01-12 8:00:00,9416,2846,29.9,6
2025-01-12 9:00:00,16009,3469,32.7,101
2025-01-12 10:00:00,19980,3580,33.9,247
2025-01-12 11:00:00,21745,3995,35.5,354
2025-01-12 12:00:00,21271,4831,36.4,420
2025-01-12 13:00:00,18749,4339,38.3,431
2025-01-12 14:00:00,14558,4268,39.4,389
2025-01-12 15:00:00,8155,3845,40.1,152
2025-01-12 16:00:00,804,4294,39.2,69
2025-01-12 17:00:00,0,4450,35.4,14
2025-01-12 18:00:00,0,3920,30,1
2025-01-12 19:00:00,0,4230,29,0
2025-01-12 20:00:00,0,4810,25.1,0
2025-01-12 21:00:00,0,4440,24.4,0
2025-01-12 22:00:00,0,3850,25.2,0
2025-01-12 23:00:00,0,2090,28.1,0
2025-01-13 0:00:00,0,2430,29.2,0
2025-01-13 1:00:00,0,2170,30,0
2025-01-13 2:00:00,0,2060,29.8,0
2025-01-13 3:00:00,0,2050,29.7,0
2025-01-13 4:00:00,0,2160,29.2,0
2025-01-13 5:00:00,0,4280,28.6,0
2025-01-13 6:00:00,0,4240,24.6,0
2025-01-13 7:00:00,1173,3853,22,0
2025-01-13 8:00:00,9101,4411,22.3,6
2025-01-13 9:00:00,15893,4263,35.4,101
